STATUS,POLÍTICA COML.,CODIGO,VD ANTIGO 1,VD ANTIGO 2,PEOPLE,LOJAS,REGIAO GGL,REGIAO GR,REGIAO DIV,NOME GGL,NOME GR,NOME DIV,BRICK,REGIAO IM,ENDEREÇO,BAIRRO,CIDADE,ESTADO,CEP,LATITUDE,LONGITUDE,NOME DA FACHADA,DATA INAUGURAÇÂO,POLO DELIVERY,SAFRA,CLUSTER,TIPO LOJA,VAGAS/ESTACIONAMENTO,PDVs ATIVOS,CD SUPRIDOR,INSCR. ESTADUAL,CNPJ,CENTRO DE CUSTOS,ÁREA DE VENDA,METRO LINEAR,ESCOAMENTO,CLUSTER DE PARCELAMENTO,TELEFONE1,TELEFONE2,CELULAR,E-MAIL,SAB,DOM,FUNC.,2ª a 6ª,PSICOTRÓPICOS,FARMÁCIA POP.,SERVIÇOS FARMACEUTICOS,VACINAS,EAC,DENGUE/COVID,INJETAVEIS,IFOOD,RAPPI,UBER,SUPER EXPRESSA,INICIO DE OBRA,TERMINO DE OBRA,FACHADA,BANDEIRA,BICICLETARIO,IMOBILIÁRIO,REALOCAÇÃO,DATA DA VIRADA,DATA INATIVACAO
INATIVA,0.0,442,,,VD442,DSP JARDIM EUROPA,SP JARDINS,SP CENTRO,,,,,,,"Avenida Brigadeiro Faria Lima,2399 salas 05 e 06",JARDIM PAULISTANO,SAO PAULO,SP,1452000,-23.577291,-46.6886,DROGARIA SAO PAULO,2017-10-20 00:00:00,NÃO,MADURA,AR_P,Meio de Quadra,3.0,,VD910,118242595117,61.412.110/0880-60,2004420000.0,77.54,42.06,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,10/01/2021
INATIVA,414.0,1546,,,L1546,DP NOSSA SENHORA DO CARMO,,,,,,,,,"Avenida Nossa Senhora do Carmo,450 Loja 04",CARMO,BELO HORIZONTE,MG,30330000,-19.94407,-43.934289,DROGARIAS PACHECO,2017-12-20 00:00:00,NÃO,MADURA,INATIVO,Posto de Gasolina,5.0,,VD909,0024827841110,33.438.250/0553-01,3015460000.0,86.41,32.04,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,28/02/2019
ATIVA,363.0,457,,,VD457,DSP CLN 212,DF ASA NORTE,CENTRO OESTE,BR,Charles Brandão,DAISY TOSTA,-,,,Q CLN 212 BLOCO D SN LJ 7 TERREO,ASA NORTE,BRASILIA,DF,70864540,-15.751083999999999,-47.884508,DROGARIAS PACHECO,2017-11-03 00:00:00,NÃO,MADURA,AR_P,Meio de Quadra,0.0,,VD917,0765644302851,61.412.110/0882-22,2004570000.0,101.54,50.04,ESCOADORA,PADRÃO,(61) 3031-1018,(61) 30311019,(61)996202052,cln212@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,525.0,719,,,VD719,DSP PAULISTA II,SP PAULISTA,SP CENTRO,SP,FABIO FREITAS,OLIVEIRA JUNIOR,BRUNA COSTA,,,"Avenida Paulista,266",BELA VISTA,SAO PAULO,SP,1310000,-23.569039,-46.646412999999995,DROGARIA SAO PAULO,2017-12-09 00:00:00,NÃO,MADURA,AR_PP,Esquina,0.0,,VD910,118493700118,61.412.110/0895-47,2007190000.0,105.0,54.0,NORMAL,PADRÃO,(11)3251-1870,32620315,11942171071,paulista2@dpsp.com.br,06 ÀS 23,06 ÀS 23,DOMINGOS E FERIADOS,06 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,651.0,913,,,VD913,DSP CAMINHO DAS ARVORES III,BA SSA CENTRO,NORDESTE,BR,ALAN COSTA,THIRZA FREITAS,-,,,"Av Antônio Magalhães,3015",PARQUE BELA VISTA,SALVADOR,BA,40280000,-12.987625,-38.468801,DROGARIA SAO PAULO,2017-11-30 00:00:00,NÃO,MADURA,AA_M,Esquina,4.0,,VD915,143374963,61.412.110/0898-90,2009130000.0,202.96,70.08,NORMAL,PADRÃO,(71)3022-5343,30224208,71997134651,carvores3@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,INATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,519.0,922,,,VD922,DSP TAMBORE,SP ALPHAVILLE,SP CENTRO,SP,ANDRE RAMOS,OLIVEIRA JUNIOR,BRUNA COSTA,,,"AL ARAGUAIA,3207 LOJA 1 A",ALPHAVILLE INDUSTRIAL,BARUERI,SP,6455000,-23.502274999999997,-46.831441999999996,DROGARIA SAO PAULO,2017-12-19 00:00:00,NÃO,MADURA,CBR_P,Posto de Gasolina,12.0,,VD910,206478039116,61.412.110/0907-15,2009220000.0,94.93,45.0,NORMAL,PADRÃO,(11)4191-8599,(11)41918465,(11)972373443,tambore@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,INATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
INATIVA,214.0,1556,,,L1556,DP CASTELO,RJ CENTRO,RJ ZONA SUL+LAGOS,,,,,,,"RUA SANTA LUZIA,685 A LOJAS E SS",CENTRO,RIO DE JANEIRO,RJ,20030041,-22.910470999999998,-43.174139,DROGARIAS PACHECO,2017-12-21 00:00:00,NÃO,MADURA,AR_PP,Esquina,0.0,,VD906,ISENTO,00.000.000/0000-00,3015560000.0,107.06,46.08,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,30/01/2022
ATIVA,525.0,919,,,VD919,DSP VEIGA FILHO,SP HIGIENOPOLIS,SP CENTRO,SP,THAMIRIS ALMEIDA,OLIVEIRA JUNIOR,BRUNA COSTA,,,"Rua Conselheiro Brotero,1469  Loja 01",SANTA CECÍLIA,SAO PAULO,SP,1232011,-23.538981999999997,-46.661449999999995,DROGARIA SAO PAULO,2017-12-27 00:00:00,NÃO,MADURA,AR_PP,Posto de Gasolina,3.0,,VD910,118742710114,61.412.110/0910-10,2009190000.0,89.07000000000001,31.02,NORMAL,PADRÃO,(11)3666-3712,36610130,11996421823,veigafilho@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
A INAUGURAR,863.0,2004,,,L2004,DSP TAUBATE IV,,,,,,,,,"AV GRANADEIRO GUIMARAES,359",CENTRO,TAUBATE,SP,12020130,-23.022289,-45.558932,DROGARIA SAO PAULO,9000-01-01 00:00:00,NÃO,9000,AR_M,SEM TIPO FILIAL,0.0,,VD910,688432245113,61.412.110/0914-44,2020040000.0,120.08,54.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,01/01/9000
ATIVA,519.0,2008,,,L2008,DSP ALPHAVILLE VI,SP ALPHAVILLE,SP CENTRO,SP,ANDRE RAMOS,OLIVEIRA JUNIOR,BRUNA COSTA,,,"Alameda Araguaia,1645 Loja 1",ALPHAVILLE INDUSTRIAL,BARUERI,SP,6455000,-23.498383,-46.845391,DROGARIA SAO PAULO,2018-06-29 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD910,206499383114,61.412.110/0941-17,2020080000.0,0.0,60.06,NORMAL,PADRÃO,(11)4382-9667,(11)43829345,(11)973439419,alphaville6@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,570.0,2047,,,L2047,DSP EPITACIO PESSOA,SP SANTOS,SP LITORAL+ABC,SP,CAIO MONTEIRO,ANDERSON SANTOS,BRUNA COSTA,,,"Avenida Doutor Epitácio Pessoa,533",Aparecida,SANTOS,SP,11030601,-23.980508,-46.310663999999996,DROGARIA SAO PAULO,2018-12-05 00:00:00,NÃO,MADURA,AR_P,SEM TIPO FILIAL,0.0,,VD910,633809834119,61.412.110/0958-65,2020470000.0,0.0,43.02,NORMAL,PADRÃO,(13)32734161,32734160,13996999463,e.pessoa@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,OLD,DSP,-,ANTIGO,NÃO,-,
INATIVA,414.0,1580,,,L1580,DP SHOPPING MINAS SHOPPING,MG NORTE BH,MINAS,,,,,,,"Av Cristiano Machado,4000 Lj 114 A piso 1",UNIÃO,BELO HORIZONTE,MG,31160900,-19.874809,-43.928467,DROGARIAS PACHECO,2018-09-07 00:00:00,NÃO,MADURA,CBR_M,SEM TIPO FILIAL,0.0,,VD909,0024827841608,33.438.250/0576-06,3015800000.0,132.95,63.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,30/08/2021
A INAUGURAR,663.0,2068,,,L2068,DSP TATUAPE IV,SP TATUAPE,SP LESTE,,,,,,,"R AZEVEDO SOARES,2826/2834",VILA GOMES CARDIM,SAO PAULO,SP,3322002,-23.546946,-46.549554,DROGARIA SAO PAULO,2050-12-31 00:00:00,NÃO,2050,AR_G,SEM TIPO FILIAL,0.0,,VD910,119.904.323.117,61.412.110/0970-51,2020680000.0,0.0,75.06,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,
INATIVA,0.0,2100,,,L2100,DSP PARQUE AMORIM,,,,,,,,,"R JOAO FERNANDES VIEIRA,741 LOJA 0000",BOA VISTA,RECIFE,PE,50050245,-8.052563,-34.896716999999995,DROGARIA SAO PAULO,2018-12-04 00:00:00,NÃO,MADURA,INATIVO,SEM TIPO FILIAL,0.0,,VD915,ISENTO,96.212.257/0001-86,2021000000.0,0.0,68.04,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,30/04/2020
INATIVA,375.0,2114,,,L2114,DSP SETOR BUENO VII,GO GOIANIA CENTRAL,CENTRO OESTE,,,,,,,"AV T 63,",NOVA SUICA,GOIANIA,GO,74280230,-16.713563,-49.274341,DROGARIAS PACHECO,2018-12-20 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD917,107451972,61.412.110/1003-70,2021140000.0,57.0,57.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,10/08/2021
INATIVA,0.0,2115,,,L2115,DSP SETOR BUENO VIII,GO GOIANIA CENTRAL,CENTRO OESTE,,,,,,,AV T 4  S/N QUADRA116 LOTE 01,SETOR BUENO,GOIANIA,GO,74230030,-16.706613,-49.267924,DROGARIAS PACHECO,2018-12-28 00:00:00,NÃO,MADURA,INATIVO,SEM TIPO FILIAL,0.0,,VD917,107451891,61.412.110/1000-28,2021150000.0,0.0,78.06,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,30/06/2020
ATIVA,85.0,2137,,,L2137,DSP INDIANOPOLIS,SP MOEMA,SP SUL,SP,ANTONIO MARCOS,ALLAN YOUNG,BRUNA COSTA,,,"AV INDIANOPOLIS,2010",INDIANOPOLIS,SAO PAULO,SP,4062002,-23.61566,-46.64956,DROGARIA SAO PAULO,2020-01-07 00:00:00,NÃO,MADURA,AR_G,SEM TIPO FILIAL,0.0,,VD910,123513120110,61.412.110/1010-08,2021370000.0,0.0,79.08,ESCOADORA,PADRÃO,(11)2577-3354,55958780,11910338591,indianopolis@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,941.0,2204,,,L2204,DSP SHOPPING CENTER LAPA,BA SSA SUL,NORDESTE,BR,TIAGO CRUZ,THIRZA FREITAS,-,,,R PORTAO DA PIEDADE,BARRIS,SALVADOR,BA,40070900,-12.98157,-38.514548999999995,DROGARIA SAO PAULO,2020-02-26 00:00:00,NÃO,MADURA,CBR_M,Shopping,0.0,,VD915,165197258,61.412.110/1050-97,2022040000.0,0.0,0.0,NORMAL,PADRÃO,(71)3328-8921,33291206,71999609660,shopping.lapa@dpsp.com.br,09 ÀS 19:30,NÃO ABRE,CONVENCIONAL,09 ÀS 20:30,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,579.0,2150,,,L2150,DSP LORENA II,SP VALE DO PARAIBA,SP LITORAL+ABC,SP,FERNANDA ROBERTA,ANDERSON SANTOS,BRUNA COSTA,,,"PC DOUTOR GAMA RODRIGUES,325",CRUZ,LORENA,SP,12606080,-22.748412,-45.106901,DROGARIA SAO PAULO,2020-07-18 00:00:00,NÃO,MADURA,CBR_M,SEM TIPO FILIAL,0.0,,VD910,420172803116,61.412.110/1056-82,2021500000.0,0.0,0.0,NORMAL,PADRÃO,(12)3301-4749,33014759,12996302547,lorena2@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,528.0,2183,,,L2183,DSP VILA ROMANA II,SP PINHEIROS,SP CENTRO,SP,CESAR MENDONCA,OLIVEIRA JUNIOR,BRUNA COSTA,,,R CLAUDIO,AGUA BRANCA,SAO PAULO,SP,5043000,-23.525617999999998,-46.690843,DROGARIA SAO PAULO,2020-06-11 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD910,128647560111,61.412.110/1055-00,2021830000.0,0.0,0.0,NORMAL,PADRÃO,(11)3864-9431,38649542,11974384773,vila.romana2@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,INATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,498.0,1628,,,L1628,DP PADRE MIGUEL,RJ BANGU,RJ BAIXADA,RJ,Mayara Monteiro,RODRIGO ROCHA,BRUNO MAGLIANO,,,R FRANCISCO REAL,PADRE MIGUEL,RIO DE JANEIRO,RJ,21715421,-22.879285,-43.451659,DROGARIAS PACHECO,2020-10-06 00:00:00,NÃO,MADURA,POP_M,SEM TIPO FILIAL,0.0,,VD906,11719236,33.438.250/0423-23,3016280000.0,0.0,0.0,NORMAL,PADRÃO,(21)2148-4414,21484415,21995358506,padre.miguel@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,INATIVO,,,NEW,DPA,-,ANTIGO,NÃO,-,
ATIVA,890.0,2201,,,L2201,DSP NOGUEIRA PADILHA,SP SOROCABA,SP INTERIOR,SP,LEANDRO RAIMUNDO,FERNANDA MALAQUIAS,BRUNA COSTA,,,R CORONEL NOGUEIRA PADILHA,VILA HORTENCIA,SOROCABA,SP,18020002,-23.507448999999998,-47.441576,DROGARIA SAO PAULO,2020-09-19 00:00:00,NÃO,MADURA,CBR_M,SEM TIPO FILIAL,0.0,,VD910,798360744112,61.412.110/1062-20,2022010000.0,0.0,0.0,NORMAL,PADRÃO,(15)3357-2721,33572733,15997914294,nogueira.padilha@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,INATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,390.0,1622,,,L1622,DP PRAIA DO CANTO 4,ES VITORIA,ES+PR,BR,GLAUCIO DIAS,IURY SOUZA,-,,,R ALEIXO NETTO,PRAIA DO CANTO,VITORIA,ES,29055260,-20.301406999999998,-40.296893999999995,DROGARIAS PACHECO,2020-10-07 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD908,083642226,33.438.250/0602-24,3016220000.0,0.0,0.0,ESCOADORA,PADRÃO,(27)3201-8946,32018955 ,27996670214,praiadocanto4@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DPA,SIM,ANTIGO,NÃO,-,
ATIVA,193.0,2219,,,L2219,DSP BAIRRO DOS PIMENTAS II,SP SAO MIGUEL,SP LESTE,SP,MARCELO RODRIGUES,VALTER TOMAZ,BRUNA COSTA,,,EST PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA,JARDIM ALBERTINA,GUARULHOS,SP,7252000,-23.45601,-46.408626,DROGARIA SAO PAULO,2020-09-16 00:00:00,NÃO,MADURA,CBR_M,SEM TIPO FILIAL,0.0,,VD910,127157825115,61.412.110/0044-95,2022190000.0,0.0,0.0,NORMAL,PADRÃO,1124899900,1124899901,11942094589, bpimentas2@dpsp.com.br,07 ÀS 00,07 ÀS 00,DOMINGOS E FERIADOS,07 ÀS 00,COMERCIALIZA,COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,528.0,2232,,,L2232,DSP CIDADE JARDIM II,SP JARDINS,SP CENTRO,SP,FABIO SANTOS,OLIVEIRA JUNIOR,BRUNA COSTA,,,R DOUTOR MARIO FERRAZ,JARDIM EUROPA,SAO PAULO,SP,1453010,-23.583226,-46.686071,DROGARIA SAO PAULO,2020-11-24 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD910,128937903114,61.412.110/1061-40,2022320000.0,0.0,0.0,NORMAL,PADRÃO,(11)3294-4305,32944151,11930860307,cjardim2@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,40.0,2134,,,L2134,DSP BENTO DE ANDRADE,SP JARDINS,SP CENTRO,SP,FABIO SANTOS,OLIVEIRA JUNIOR,BRUNA COSTA,,,"R BENTO DE ANDRADE,30",JARDIM PAULISTA,SAO PAULO,SP,4503000,-23.581391999999997,-46.663678,DROGARIA SAO PAULO,2020-12-26 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD910,130047006119,61.412.110/1082-74,2021340000.0,0.0,0.0,NORMAL,PADRÃO,(11)3887-8330 ,38858431,,bento.andrade@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,OLD,DSP,-,ANTIGO,NÃO,-,
INATIVA,112.0,2256,,,L2256,DSP UBERLANDIA V,MG TRIANGULO MINEIRO,MINAS,,,,,,,"AV JOAO MENDES,4880",XANGRILA (LOTEAMENTO),UBERLANDIA,MG,38408660,-18.935602,-48.246075999999995,DROGARIA SAO PAULO,2021-04-01 00:00:00,NÃO,MADURA,CBR_M,SEM TIPO FILIAL,0.0,,VD917,0010685753069,61.412.110/1088-60,2022560000.0,0.0,0.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,06/05/2021
ATIVA,986.0,1648,,,L1648,DP BARRA DA TIJUCA 9,RJ BARRA,RJ ZONA SUL+LAGOS,RJ,Janis Joplin,LUDMILA ARAUJO,BRUNO MAGLIANO,,,"AV DAS AMERICAS,07360,LOT 01 PAL 49339",BARRA DA TIJUCA,RIO DE JANEIRO,RJ,22793081,-22.99955,-43.40493,DROGARIAS PACHECO,2021-03-22 00:00:00,NÃO,MADURA,AR_G,SEM TIPO FILIAL,0.0,,VD906,11968953,33.438.250/0611-15,3016480000.0,0.0,0.0,ESCOADORA,PADRÃO,2130342262,2130342265,21999486849, barradatijuca9@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,,,NEW,DPA,-,ANTIGO,NÃO,-,
ATIVA,639.0,2250,,,L2250,DSP REGENTE FEIJO,SP TATUAPE,SP LESTE,SP,BRUNA MARIN,VALTER TOMAZ,BRUNA COSTA,,,"AV SAPOPEMBA,1118",VILA REGENTE FEIJO,SAO PAULO,SP,3345000,-23.56589,-46.56952,DROGARIA SAO PAULO,2021-06-25 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD910,130400249118,61.412.110/1089-40,2022500000.0,0.0,0.0,NORMAL,PADRÃO,(11)2892-4617 ,28924613 ,11992120038,regente.feijo@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,746.0,2283,,,L2283,DSP SHOPPING VITORIA BOULEVARD,BA SSA CENTRO,NORDESTE,BR,ALAN COSTA,THIRZA FREITAS,-,,,"AV SETE DE SETEMBRO,1839 TERREO ANDAR LOJA 001",VITORIA,SALVADOR,BA,40080002,-12.989716999999999,-38.524101,DROGARIA SAO PAULO,2021-06-29 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD915,179361600,61.412.110/1105-03,2022830000.0,0.0,0.0,NORMAL,PADRÃO,7130373561,7130373390,71997183335,shopping.vitoriaboul@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,543.0,2196,,,L2196,DSP JARDIM ADALGISA,SP OSASCO,SP CENTRO,SP,BRUNA PANHOTA,OLIVEIRA JUNIOR,BRUNA COSTA,,,R JOSE ARISTIDES JOFRE,ADALGISA,OSASCO,SP,6030130,-23.56091,-46.76455,DROGARIA SAO PAULO,2021-06-07 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD910,120148653116,61.412.110/1042-87,2021960000.0,0.0,0.0,NORMAL,PADRÃO,(11)4384-6593 ,43846674,11994124505 , jardim.adalgisa@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,782.0,1631,,,L1631,DP UBERLANDIA V,MG TRIANGULO MINEIRO,MINAS,BR,CAMILA LOPES,VERONICA GOMES,-,,,"AV JOAO MENDES,4880",XANGRILA,UBERLANDIA,MG,38408660,-18.932489999999998,-48.24534,DROGARIA SAO PAULO,2021-10-08 00:00:00,NÃO,MADURA,CBR_M,SEM TIPO FILIAL,0.0,,VD909,0024827841942,33.438.250/0616-20,3016310000.0,0.0,0.0,NORMAL,PADRÃO,(34)3210-5477,32179479,34998389183,urbelandia5@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DPA,-,ANTIGO,NÃO,-,
ATIVA,492.0,1649,,,L1649,DP CAMPO GRANDE 10,RJ CAMPO GRANDE,RJ BAIXADA,RJ,Sérgio Correia,RODRIGO ROCHA,BRUNO MAGLIANO,,,"EST RIO SAO PAULO,00319",CAMPO GRANDE,RIO DE JANEIRO,RJ,23087005,-22.89362,-43.56144,DROGARIAS PACHECO,2021-11-19 00:00:00,NÃO,MADURA,POP_M,SEM TIPO FILIAL,0.0,,VD906,85749986,33.438.250/0088-18,3016490000.0,0.0,0.0,NORMAL,PADRÃO,(21)3437-2952,34372958,21972294751,campogrande10@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,BLOQUEADA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DPA,-,TAKANO,NÃO,-,
INATIVA,420.0,1703,,,L1703,DP POUSO ALEGRE 2,MG SUL DE MINAS,MINAS,,,,,,,"R JULIAO MEYER ,11",ARISTEU DA COSTA RIOS,POUSO ALEGRE,MG,37558459,-22.253636999999998,-45.93246,DROGARIAS PACHECO,2021-10-20 00:00:00,NÃO,MADURA,POP_P,SEM TIPO FILIAL,0.0,,VD909,ISENTO,00.000.000/0000-00,,0.0,0.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,29/10/2021
INATIVA,971.0,1704,,,L1704,DP TRES CORACOES,SP ATIBAIA,SP INTERIOR,,,,,,,"AV GETULIO VARGAS,159",CENTRO,TRES CORACOES,MG,37410974,-21.698753999999997,-45.259267,DROGARIAS PACHECO,2021-10-20 00:00:00,NÃO,MADURA,POP_P,SEM TIPO FILIAL,0.0,,VD909,ISENTO,00.000.000/0000-00,,0.0,0.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,29/10/2021
